age,country,streaming_platform,top_genre,minutes_streamed_per_day,number_of_songs_liked,most_played_artist,subscription_type,listening_time,discover_engagement,repeat_rate,age_group,region
44,usa,youtube,reggae,504,281,post malone,premium,afternoon,25.99,15.5,36-50,north_america
13,brazil,amazon music,r&b,286,343,post malone,free,morning,11.26,40.91,<18,south_america
40,canada,youtube,metal,403,301,post malone,free,morning,77.69,39.15,36-50,north_america
40,canada,deezer,country,356,367,adele,free,morning,85.37,39.93,36-50,north_america
50,australia,tidal,pop,233,64,adele,free,night,81.19,31.49,36-50,oceania
51,australia,youtube,edm,166,402,adele,free,morning,32.02,5.4,50+,oceania
18,usa,apple music,reggae,239,141,ed sheeran,free,afternoon,87.88,28.46,<18,north_america
37,australia,youtube,metal,489,402,the weeknd,free,night,30.49,77.73,36-50,oceania
39,canada,youtube,r&b,23,213,taylor swift,free,morning,15.87,65.39,36-50,north_america
22,germany,apple music,edm,460,278,dua lipa,premium,night,25.81,68.01,18-25,europe
37,australia,apple music,country,445,235,post malone,premium,afternoon,84.49,19.99,36-50,oceania
32,canada,apple music,rock,507,53,taylor swift,premium,night,16.01,58.51,26-35,north_america
28,france,amazon music,pop,199,312,ed sheeran,free,night,57.48,25.67,26-35,europe
54,usa,deezer,jazz,278,279,billie eilish,free,morning,27.43,54.76,50+,north_america
57,india,spotify,r&b,26,158,bts,free,night,84.94,60.82,50+,asia
26,brazil,tidal,country,166,21,post malone,premium,night,39.78,78.73,26-35,south_america
40,uk,tidal,rock,114,361,drake,free,morning,65.64,77.9,36-50,europe
15,usa,amazon music,reggae,487,292,adele,premium,night,67.97,51.32,<18,north_america
52,uk,tidal,reggae,172,486,dua lipa,free,afternoon,24.64,49.86,50+,europe
34,australia,apple music,hip-hop,358,28,dua lipa,premium,night,38.85,46.59,26-35,oceania
48,uk,amazon music,classical,47,401,ed sheeran,premium,night,62.11,8.42,36-50,europe
53,brazil,tidal,rock,471,309,ed sheeran,free,afternoon,34.26,53.46,50+,south_america
22,france,spotify,rock,551,149,bts,free,night,42.34,12.28,18-25,europe
37,germany,spotify,r&b,482,163,billie eilish,free,night,80.79,19.97,36-50,europe
32,japan,deezer,classical,39,473,dua lipa,free,morning,88.76,22.22,26-35,asia
58,germany,apple music,reggae,152,316,adele,premium,night,86.46,18.39,50+,europe
53,brazil,deezer,hip-hop,301,444,post malone,free,morning,33.24,73.99,50+,south_america
55,usa,amazon music,rock,148,260,bts,premium,afternoon,53.51,26.65,50+,north_america
47,japan,tidal,pop,503,262,bts,free,night,53.65,26.95,36-50,asia
26,japan,spotify,classical,22,471,adele,free,afternoon,83.63,38.97,26-35,asia
35,brazil,deezer,pop,148,445,adele,free,morning,26.41,17.98,26-35,south_america
28,australia,apple music,hip-hop,494,181,bts,premium,afternoon,34.3,79.19,26-35,oceania
18,india,spotify,pop,85,214,post malone,premium,night,72.49,48.7,<18,asia
19,germany,apple music,edm,141,136,dua lipa,premium,afternoon,68.62,69.78,18-25,europe
51,canada,tidal,classical,376,17,ed sheeran,premium,afternoon,14.1,68.24,50+,north_america
28,japan,apple music,metal,88,381,adele,free,morning,83.56,28.87,26-35,asia
19,canada,tidal,edm,431,498,bad bunny,premium,morning,29.56,31.47,18-25,north_america
18,india,spotify,metal,153,209,adele,free,morning,73.41,60.49,<18,asia
51,south korea,youtube,edm,34,153,the weeknd,premium,morning,70.7,63.91,50+,asia
15,south korea,apple music,r&b,428,170,the weeknd,free,night,11.78,29.35,<18,asia
36,france,tidal,metal,250,316,bad bunny,free,morning,59.58,5.75,36-50,europe
32,germany,spotify,classical,307,440,bad bunny,premium,afternoon,77.64,72.9,26-35,europe
55,brazil,spotify,metal,207,244,drake,free,afternoon,79.41,37.33,50+,south_america
41,australia,deezer,reggae,439,293,post malone,premium,afternoon,81.58,75.87,36-50,oceania
47,uk,tidal,pop,511,345,billie eilish,free,night,50.06,54.57,36-50,europe
33,india,amazon music,edm,224,415,bts,free,afternoon,85.01,54.27,26-35,asia
15,australia,spotify,hip-hop,318,409,post malone,free,afternoon,36.18,35.05,<18,oceania
25,canada,spotify,hip-hop,518,454,ed sheeran,premium,morning,59.27,78.93,18-25,north_america
54,france,tidal,edm,159,444,bts,premium,night,85.07,63.91,50+,europe
27,japan,deezer,pop,111,145,taylor swift,free,night,66.0,21.86,26-35,asia
21,uk,tidal,jazz,290,149,adele,premium,night,65.8,27.15,18-25,europe
21,france,youtube,edm,55,320,bad bunny,premium,night,49.94,68.21,18-25,europe
32,canada,spotify,r&b,392,1,post malone,premium,morning,17.94,40.9,26-35,north_america
42,india,spotify,country,15,490,the weeknd,premium,morning,25.46,23.52,36-50,asia
14,france,apple music,metal,257,100,ed sheeran,premium,afternoon,51.05,57.57,<18,europe
25,south korea,spotify,country,592,59,drake,free,morning,61.3,63.38,18-25,asia
14,south korea,spotify,classical,26,53,bad bunny,free,afternoon,30.14,58.67,<18,asia
32,india,apple music,metal,175,224,bts,free,afternoon,74.87,26.83,26-35,asia
46,south korea,youtube,jazz,450,44,taylor swift,premium,afternoon,62.35,23.02,36-50,asia
31,germany,tidal,country,11,335,post malone,premium,morning,57.36,22.39,26-35,europe
51,brazil,apple music,classical,82,143,ed sheeran,premium,night,39.01,6.18,50+,south_america
55,usa,apple music,country,289,321,billie eilish,free,morning,85.44,45.66,50+,north_america
60,germany,deezer,r&b,593,412,bts,free,afternoon,25.85,9.71,50+,europe
54,south korea,amazon music,classical,239,193,bts,free,morning,64.85,70.98,50+,asia
32,japan,amazon music,country,63,266,post malone,free,morning,65.4,17.86,26-35,asia
43,japan,amazon music,hip-hop,245,8,dua lipa,free,morning,17.53,33.22,36-50,asia
49,brazil,tidal,edm,44,98,billie eilish,free,night,28.52,41.12,36-50,south_america
23,brazil,youtube,country,253,355,dua lipa,free,afternoon,50.99,43.74,18-25,south_america
15,uk,spotify,jazz,242,253,the weeknd,free,night,25.88,58.87,<18,europe
23,australia,apple music,country,354,421,dua lipa,free,morning,15.55,35.01,18-25,oceania
32,australia,spotify,jazz,314,283,dua lipa,free,night,56.92,67.56,26-35,oceania
47,france,deezer,rock,381,65,dua lipa,premium,morning,48.02,67.71,36-50,europe
17,usa,youtube,classical,590,493,the weeknd,free,night,79.61,38.93,<18,north_america
40,germany,tidal,classical,182,130,taylor swift,premium,night,43.41,49.61,36-50,europe
35,australia,spotify,pop,458,324,ed sheeran,free,morning,65.78,52.34,26-35,oceania
50,uk,spotify,reggae,313,427,taylor swift,free,morning,19.55,23.15,36-50,europe
46,germany,deezer,pop,223,291,ed sheeran,free,morning,89.83,68.89,36-50,europe
55,canada,apple music,country,180,213,ed sheeran,free,morning,35.07,63.79,50+,north_america
48,uk,apple music,pop,263,93,dua lipa,premium,morning,23.57,31.75,36-50,europe
14,germany,spotify,edm,167,276,post malone,free,afternoon,83.01,26.61,<18,europe
16,canada,apple music,pop,289,77,bad bunny,free,afternoon,52.08,25.8,<18,north_america
56,brazil,tidal,classical,415,76,adele,premium,afternoon,14.87,32.52,50+,south_america
34,south korea,deezer,hip-hop,488,194,bad bunny,premium,night,71.26,53.28,26-35,asia
57,uk,youtube,rock,108,334,ed sheeran,free,morning,74.25,72.82,50+,europe
56,uk,spotify,pop,467,260,adele,premium,morning,32.28,61.38,50+,europe
51,uk,spotify,edm,13,440,billie eilish,free,morning,47.09,30.83,50+,europe
26,france,youtube,metal,371,372,ed sheeran,free,afternoon,20.54,31.93,26-35,europe
16,south korea,amazon music,reggae,257,286,taylor swift,free,morning,52.0,64.87,<18,asia
20,usa,apple music,country,590,103,drake,premium,night,76.89,35.18,18-25,north_america
48,india,deezer,hip-hop,455,177,post malone,free,morning,58.6,63.52,36-50,asia
34,france,apple music,jazz,110,18,billie eilish,free,night,43.6,6.46,26-35,europe
44,uk,youtube,rock,437,276,drake,premium,night,89.79,12.12,36-50,europe
57,india,youtube,reggae,507,125,drake,free,morning,50.52,78.72,50+,asia
38,canada,spotify,edm,445,85,dua lipa,free,afternoon,80.94,13.53,36-50,north_america
20,uk,amazon music,metal,382,182,ed sheeran,premium,afternoon,73.46,48.54,18-25,europe
35,usa,apple music,classical,421,478,the weeknd,free,morning,89.77,24.41,26-35,north_america
31,india,youtube,jazz,467,77,post malone,premium,morning,13.83,25.67,26-35,asia
48,india,amazon music,reggae,464,110,adele,premium,night,77.12,41.74,36-50,asia
14,germany,amazon music,rock,549,288,bts,free,morning,76.76,44.62,<18,europe
43,india,youtube,edm,332,411,bts,free,afternoon,82.05,44.15,36-50,asia
45,uk,youtube,metal,353,33,ed sheeran,premium,afternoon,24.49,47.23,36-50,europe
44,brazil,apple music,reggae,225,461,post malone,premium,night,81.69,52.19,36-50,south_america
32,japan,apple music,jazz,397,99,bts,free,morning,19.18,13.83,26-35,asia
38,france,spotify,jazz,600,309,the weeknd,premium,afternoon,36.83,37.31,36-50,europe
52,brazil,spotify,country,326,489,ed sheeran,premium,afternoon,43.47,30.4,50+,south_america
30,india,tidal,edm,366,432,taylor swift,premium,afternoon,60.36,60.95,26-35,asia
60,uk,spotify,country,116,38,post malone,premium,night,61.45,21.15,50+,europe
56,australia,tidal,edm,451,78,the weeknd,premium,night,89.72,54.05,50+,oceania
47,germany,tidal,hip-hop,559,161,the weeknd,free,morning,80.82,78.42,36-50,europe
31,australia,spotify,pop,457,174,ed sheeran,premium,afternoon,34.72,77.22,26-35,oceania
23,uk,apple music,pop,377,168,ed sheeran,free,afternoon,53.11,29.81,18-25,europe
32,germany,deezer,country,210,446,taylor swift,free,morning,54.87,52.76,26-35,europe
19,usa,apple music,edm,367,315,dua lipa,premium,morning,81.99,68.33,18-25,north_america
43,germany,apple music,jazz,527,327,bts,premium,afternoon,87.12,29.8,36-50,europe
36,australia,tidal,metal,211,31,the weeknd,free,afternoon,33.13,65.51,36-50,oceania
31,south korea,deezer,jazz,332,267,drake,free,afternoon,25.25,54.51,26-35,asia
13,india,deezer,pop,154,53,post malone,premium,afternoon,72.38,7.85,<18,asia
41,brazil,tidal,country,560,213,post malone,free,night,45.68,69.0,36-50,south_america
26,australia,deezer,jazz,20,357,ed sheeran,free,night,28.38,42.95,26-35,oceania
49,japan,tidal,edm,538,64,billie eilish,premium,morning,63.24,66.42,36-50,asia
34,france,amazon music,r&b,433,410,the weeknd,premium,afternoon,57.15,14.1,26-35,europe
52,france,deezer,r&b,205,479,ed sheeran,free,night,84.43,37.74,50+,europe
15,uk,amazon music,hip-hop,79,292,ed sheeran,free,afternoon,13.48,8.54,<18,europe
48,japan,apple music,metal,469,425,post malone,free,night,27.15,34.28,36-50,asia
22,germany,spotify,classical,186,360,drake,free,morning,66.19,76.07,18-25,europe
23,brazil,apple music,pop,389,218,bad bunny,premium,morning,36.52,44.5,18-25,south_america
14,brazil,apple music,hip-hop,280,2,drake,free,morning,72.29,9.01,<18,south_america
41,uk,amazon music,pop,363,41,billie eilish,premium,afternoon,69.15,57.03,36-50,europe
59,france,deezer,edm,370,59,billie eilish,free,afternoon,52.47,7.7,50+,europe
51,south korea,tidal,edm,445,426,bad bunny,premium,afternoon,25.23,17.07,50+,asia
43,canada,tidal,rock,440,423,dua lipa,free,night,43.33,72.36,36-50,north_america
50,canada,amazon music,pop,280,102,taylor swift,free,morning,39.31,20.88,36-50,north_america
38,france,spotify,country,330,202,billie eilish,free,night,64.61,39.18,36-50,europe
60,uk,apple music,rock,381,57,bts,free,morning,10.68,18.23,50+,europe
57,south korea,youtube,jazz,368,247,ed sheeran,premium,morning,84.71,46.74,50+,asia
37,japan,youtube,reggae,442,197,adele,free,night,18.6,53.74,36-50,asia
29,germany,amazon music,edm,198,143,ed sheeran,premium,afternoon,49.93,49.93,26-35,europe
43,brazil,amazon music,classical,325,152,bts,premium,morning,29.89,67.69,36-50,south_america
19,usa,youtube,classical,352,327,drake,free,afternoon,43.45,8.67,18-25,north_america
45,france,youtube,metal,101,144,bts,premium,afternoon,39.82,67.46,36-50,europe
13,canada,deezer,rock,162,489,adele,free,night,18.49,49.66,<18,north_america
22,brazil,apple music,rock,514,206,bts,premium,night,62.64,49.08,18-25,south_america
21,australia,amazon music,pop,341,46,dua lipa,free,night,50.42,8.22,18-25,oceania
33,india,youtube,edm,55,18,post malone,premium,night,61.09,10.41,26-35,asia
21,south korea,youtube,jazz,348,465,dua lipa,premium,afternoon,21.53,13.43,18-25,asia
54,uk,amazon music,metal,264,133,ed sheeran,free,afternoon,87.96,58.06,50+,europe
35,india,deezer,r&b,206,438,the weeknd,free,afternoon,71.63,10.74,26-35,asia
42,india,spotify,reggae,351,270,bts,premium,night,75.38,62.87,36-50,asia
59,australia,deezer,r&b,450,69,the weeknd,free,afternoon,87.7,21.11,50+,oceania
19,canada,tidal,jazz,446,225,taylor swift,free,night,13.45,42.32,18-25,north_america
27,usa,deezer,rock,149,270,bts,premium,night,67.01,25.27,26-35,north_america
32,australia,amazon music,reggae,543,414,the weeknd,premium,morning,86.43,45.13,26-35,oceania
34,brazil,apple music,rock,375,127,drake,free,morning,35.38,58.7,26-35,south_america
51,australia,youtube,reggae,201,476,bts,free,night,13.2,68.07,50+,oceania
48,germany,apple music,rock,23,77,drake,free,night,12.78,77.03,36-50,europe
51,india,apple music,reggae,224,453,bad bunny,premium,night,88.7,25.97,50+,asia
46,usa,deezer,reggae,36,88,ed sheeran,premium,afternoon,75.3,75.32,36-50,north_america
32,usa,apple music,r&b,24,388,drake,free,night,29.83,45.82,26-35,north_america
46,uk,apple music,jazz,581,151,bad bunny,free,afternoon,67.64,34.92,36-50,europe
47,canada,amazon music,classical,335,486,adele,free,afternoon,32.02,66.03,36-50,north_america
13,india,deezer,metal,286,168,bts,free,night,57.25,68.64,<18,asia
35,germany,apple music,country,283,119,bts,premium,morning,62.51,41.18,26-35,europe
39,south korea,amazon music,jazz,371,299,the weeknd,premium,night,32.78,17.24,36-50,asia
51,australia,deezer,edm,102,291,dua lipa,free,morning,80.2,65.77,50+,oceania
27,canada,apple music,pop,393,324,billie eilish,free,afternoon,32.44,62.85,26-35,north_america
24,japan,deezer,country,121,97,the weeknd,premium,afternoon,65.12,57.31,18-25,asia
26,australia,tidal,edm,433,433,dua lipa,premium,morning,67.54,30.37,26-35,oceania
35,germany,amazon music,edm,402,462,taylor swift,premium,night,59.0,48.3,26-35,europe
33,japan,tidal,jazz,385,386,taylor swift,premium,afternoon,77.85,22.85,26-35,asia
46,usa,spotify,metal,487,37,taylor swift,free,afternoon,55.13,5.2,36-50,north_america
45,india,tidal,r&b,477,305,billie eilish,free,afternoon,88.09,75.39,36-50,asia
40,japan,youtube,hip-hop,421,318,bts,free,afternoon,56.48,63.98,36-50,asia
19,india,youtube,metal,118,236,ed sheeran,premium,night,89.79,44.22,18-25,asia
29,france,amazon music,rock,156,241,taylor swift,free,afternoon,89.43,12.67,26-35,europe
43,france,amazon music,rock,387,297,ed sheeran,free,afternoon,45.79,42.57,36-50,europe
48,south korea,tidal,reggae,41,450,taylor swift,premium,morning,54.64,60.02,36-50,asia
22,india,spotify,reggae,459,252,taylor swift,free,afternoon,73.59,11.24,18-25,asia
54,france,deezer,rock,244,122,ed sheeran,free,afternoon,32.22,36.95,50+,europe
15,canada,spotify,pop,254,482,the weeknd,premium,night,84.58,21.6,<18,north_america
44,usa,youtube,pop,405,196,bts,premium,morning,64.46,45.44,36-50,north_america
46,india,apple music,reggae,554,245,drake,free,morning,84.32,38.37,36-50,asia
24,france,apple music,hip-hop,469,392,adele,premium,morning,86.51,39.34,18-25,europe
24,brazil,apple music,edm,46,349,bad bunny,premium,night,36.1,74.58,18-25,south_america
21,uk,tidal,classical,496,67,post malone,premium,morning,70.74,33.58,18-25,europe
40,germany,apple music,rock,506,372,taylor swift,premium,morning,43.08,26.24,36-50,europe
54,australia,youtube,classical,389,70,billie eilish,premium,morning,62.58,76.48,50+,oceania
34,brazil,youtube,edm,351,376,bad bunny,premium,night,15.77,27.08,26-35,south_america
18,usa,spotify,reggae,439,233,post malone,premium,morning,16.94,48.02,<18,north_america
19,france,tidal,metal,492,445,adele,free,night,68.0,59.84,18-25,europe
15,japan,tidal,metal,277,431,adele,free,afternoon,28.49,38.51,<18,asia
27,usa,deezer,metal,177,49,ed sheeran,premium,night,45.77,37.45,26-35,north_america
27,brazil,deezer,jazz,362,451,dua lipa,premium,morning,38.38,21.22,26-35,south_america
37,india,youtube,jazz,353,406,adele,free,morning,72.44,21.14,36-50,asia
48,japan,youtube,jazz,185,32,dua lipa,free,night,28.1,6.62,36-50,asia
21,canada,amazon music,edm,600,438,billie eilish,free,morning,66.68,53.34,18-25,north_america
38,usa,amazon music,classical,245,455,bts,premium,night,59.81,43.02,36-50,north_america
57,australia,deezer,r&b,459,154,the weeknd,free,night,39.74,54.1,50+,oceania
57,south korea,spotify,classical,344,283,billie eilish,premium,afternoon,19.38,65.88,50+,asia
37,south korea,tidal,hip-hop,56,85,dua lipa,premium,afternoon,58.45,26.16,36-50,asia
54,uk,youtube,jazz,564,107,bts,free,morning,38.81,29.35,50+,europe
55,canada,amazon music,metal,563,346,ed sheeran,free,afternoon,21.83,47.13,50+,north_america
38,germany,deezer,jazz,13,88,bad bunny,premium,afternoon,20.92,54.85,36-50,europe
26,germany,amazon music,pop,245,361,bad bunny,free,morning,39.44,26.72,26-35,europe
35,germany,youtube,pop,375,281,billie eilish,free,night,59.88,79.96,26-35,europe
35,usa,tidal,metal,197,466,bts,premium,afternoon,62.49,37.14,26-35,north_america
34,germany,spotify,edm,218,290,bts,free,morning,36.39,36.28,26-35,europe
45,germany,spotify,pop,310,286,drake,premium,afternoon,81.75,27.36,36-50,europe
51,uk,apple music,metal,12,58,drake,premium,morning,12.78,6.41,50+,europe
51,australia,apple music,country,182,153,drake,free,night,11.64,36.4,50+,oceania
29,brazil,youtube,metal,463,65,adele,premium,morning,45.6,28.19,26-35,south_america
49,south korea,amazon music,reggae,596,207,adele,free,afternoon,22.98,55.74,36-50,asia
40,south korea,tidal,pop,496,245,dua lipa,free,afternoon,48.24,48.94,36-50,asia
19,brazil,tidal,hip-hop,207,447,the weeknd,free,afternoon,23.2,67.29,18-25,south_america
36,canada,deezer,metal,538,349,post malone,free,morning,29.92,10.03,36-50,north_america
55,canada,spotify,r&b,153,357,adele,free,morning,33.64,11.31,50+,north_america
14,canada,apple music,reggae,572,64,ed sheeran,free,night,26.04,48.97,<18,north_america
13,australia,amazon music,country,108,242,dua lipa,free,afternoon,45.0,60.82,<18,oceania
51,brazil,spotify,classical,537,144,bad bunny,premium,night,74.09,75.08,50+,south_america
19,india,apple music,country,290,339,the weeknd,free,night,35.44,51.46,18-25,asia
35,canada,tidal,classical,586,86,bad bunny,premium,night,58.79,28.03,26-35,north_america
33,canada,spotify,reggae,48,488,taylor swift,free,night,83.94,70.45,26-35,north_america
40,brazil,amazon music,reggae,190,29,post malone,premium,morning,38.18,59.0,36-50,south_america
49,uk,deezer,classical,359,250,dua lipa,premium,morning,34.35,65.55,36-50,europe
14,uk,spotify,jazz,87,280,bad bunny,free,morning,83.47,31.24,<18,europe
42,germany,youtube,rock,195,391,the weeknd,premium,afternoon,80.07,67.08,36-50,europe
25,india,apple music,classical,597,467,bad bunny,free,afternoon,15.54,26.97,18-25,asia
37,germany,youtube,metal,469,79,dua lipa,premium,afternoon,63.87,58.74,36-50,europe
28,canada,tidal,reggae,353,317,the weeknd,free,night,15.39,72.09,26-35,north_america
27,japan,apple music,hip-hop,313,430,bad bunny,free,afternoon,87.43,20.07,26-35,asia
16,south korea,tidal,edm,149,303,billie eilish,free,night,82.22,17.26,<18,asia
16,india,spotify,classical,346,311,the weeknd,premium,afternoon,28.64,64.41,<18,asia
14,france,amazon music,reggae,424,474,bts,free,morning,89.31,66.56,<18,europe
24,usa,deezer,classical,156,413,billie eilish,free,afternoon,66.15,6.84,18-25,north_america
36,germany,amazon music,r&b,51,448,post malone,free,afternoon,28.43,79.57,36-50,europe
45,france,amazon music,rock,426,124,bad bunny,premium,morning,67.69,79.07,36-50,europe
57,australia,deezer,country,323,320,the weeknd,premium,night,68.08,72.74,50+,oceania
29,uk,tidal,jazz,498,461,dua lipa,free,morning,47.19,24.5,26-35,europe
52,germany,amazon music,edm,248,325,drake,free,afternoon,75.92,66.96,50+,europe
47,france,amazon music,edm,239,138,ed sheeran,free,morning,68.27,14.17,36-50,europe
40,india,deezer,jazz,473,23,dua lipa,premium,afternoon,37.72,75.9,36-50,asia
24,brazil,amazon music,country,224,346,bad bunny,premium,morning,80.47,52.67,18-25,south_america
28,japan,apple music,r&b,553,57,the weeknd,free,afternoon,17.77,71.29,26-35,asia
14,south korea,deezer,r&b,97,384,taylor swift,premium,afternoon,44.83,18.57,<18,asia
32,south korea,tidal,reggae,532,288,billie eilish,premium,afternoon,82.81,73.27,26-35,asia
26,india,deezer,hip-hop,70,430,adele,free,morning,36.91,55.06,26-35,asia
52,australia,apple music,hip-hop,373,2,adele,premium,morning,55.28,79.51,50+,oceania
16,australia,youtube,rock,500,350,adele,premium,morning,87.02,18.68,<18,oceania
15,usa,apple music,pop,594,48,drake,free,night,72.95,25.43,<18,north_america
46,brazil,amazon music,jazz,362,412,post malone,free,morning,31.42,64.15,36-50,south_america
18,brazil,tidal,edm,215,378,billie eilish,free,morning,77.96,65.73,<18,south_america
15,south korea,apple music,jazz,369,17,billie eilish,premium,night,14.03,26.76,<18,asia
19,canada,deezer,jazz,113,36,billie eilish,premium,night,62.6,33.71,18-25,north_america
41,india,tidal,jazz,279,67,post malone,free,morning,59.08,14.63,36-50,asia
42,germany,youtube,metal,230,185,adele,premium,night,13.85,69.06,36-50,europe
26,australia,amazon music,pop,62,370,bad bunny,free,morning,63.03,68.83,26-35,oceania
45,uk,amazon music,metal,398,13,taylor swift,free,night,61.11,38.14,36-50,europe
38,france,deezer,country,79,26,adele,premium,afternoon,70.98,70.34,36-50,europe
16,india,spotify,rock,459,173,adele,premium,night,58.37,63.59,<18,asia
55,japan,tidal,jazz,448,497,drake,premium,morning,59.9,36.58,50+,asia
60,south korea,spotify,hip-hop,449,145,the weeknd,free,morning,42.92,32.51,50+,asia
45,south korea,youtube,r&b,541,289,adele,premium,night,31.53,24.59,36-50,asia
42,uk,amazon music,pop,253,307,dua lipa,free,morning,84.13,33.67,36-50,europe
40,south korea,apple music,r&b,143,64,bad bunny,free,afternoon,43.93,57.4,36-50,asia
48,france,spotify,metal,379,364,post malone,premium,afternoon,26.93,79.48,36-50,europe
33,india,deezer,reggae,417,347,taylor swift,free,night,11.72,33.36,26-35,asia
26,australia,deezer,country,419,21,the weeknd,premium,night,67.17,24.6,26-35,oceania
60,canada,spotify,hip-hop,348,214,dua lipa,free,afternoon,11.38,73.14,50+,north_america
15,south korea,amazon music,rock,240,33,adele,free,afternoon,26.46,74.01,<18,asia
48,south korea,amazon music,hip-hop,302,326,bts,premium,afternoon,35.87,45.5,36-50,asia
54,brazil,tidal,metal,274,342,billie eilish,premium,night,44.29,50.23,50+,south_america
52,germany,amazon music,r&b,40,479,the weeknd,premium,afternoon,32.27,41.11,50+,europe
13,uk,spotify,rock,562,243,bad bunny,premium,night,47.97,45.7,<18,europe
32,south korea,tidal,country,389,95,ed sheeran,premium,morning,75.83,65.45,26-35,asia
58,canada,youtube,hip-hop,516,479,billie eilish,free,morning,47.39,14.04,50+,north_america
36,australia,tidal,hip-hop,338,235,taylor swift,free,afternoon,53.97,23.67,36-50,oceania
40,uk,spotify,metal,212,393,bad bunny,premium,afternoon,64.86,44.98,36-50,europe
43,france,tidal,hip-hop,592,440,bad bunny,free,night,33.85,47.34,36-50,europe
20,germany,deezer,classical,574,22,bad bunny,premium,afternoon,69.32,22.42,18-25,europe
42,brazil,deezer,classical,407,320,taylor swift,premium,morning,14.82,46.78,36-50,south_america
16,france,amazon music,edm,571,389,adele,free,afternoon,55.86,12.41,<18,europe
23,uk,youtube,reggae,28,498,adele,premium,night,88.63,45.66,18-25,europe
32,japan,deezer,edm,408,3,bts,premium,afternoon,66.6,60.68,26-35,asia
49,australia,apple music,rock,192,46,post malone,premium,afternoon,38.37,54.16,36-50,oceania
25,uk,apple music,r&b,530,404,billie eilish,free,morning,82.33,28.11,18-25,europe
57,south korea,spotify,rock,188,377,bad bunny,free,night,31.93,63.12,50+,asia
16,france,tidal,country,478,453,bts,premium,morning,89.99,79.89,<18,europe
26,usa,amazon music,pop,109,478,ed sheeran,premium,afternoon,72.19,28.34,26-35,north_america
54,usa,tidal,edm,46,70,post malone,free,afternoon,37.7,42.93,50+,north_america
22,canada,deezer,country,141,240,taylor swift,premium,afternoon,59.61,55.53,18-25,north_america
23,south korea,amazon music,reggae,499,61,bad bunny,premium,night,64.3,63.0,18-25,asia
59,germany,spotify,r&b,489,362,the weeknd,free,morning,63.77,18.28,50+,europe
24,canada,tidal,jazz,555,7,billie eilish,free,afternoon,56.65,32.74,18-25,north_america
60,france,tidal,country,16,325,taylor swift,premium,night,25.98,24.3,50+,europe
56,india,deezer,classical,198,119,ed sheeran,free,afternoon,78.46,49.25,50+,asia
48,uk,amazon music,edm,107,365,ed sheeran,premium,morning,39.7,71.0,36-50,europe
51,france,deezer,jazz,11,453,billie eilish,premium,night,56.98,65.53,50+,europe
51,canada,deezer,jazz,592,444,bad bunny,premium,morning,33.98,48.8,50+,north_america
21,japan,youtube,classical,421,206,dua lipa,free,afternoon,52.42,38.16,18-25,asia
47,japan,youtube,rock,462,407,dua lipa,premium,morning,89.58,63.91,36-50,asia
42,germany,amazon music,r&b,252,174,post malone,premium,morning,84.79,29.93,36-50,europe
14,france,tidal,classical,446,148,adele,free,night,27.43,79.29,<18,europe
58,australia,deezer,pop,269,412,taylor swift,free,morning,10.61,17.13,50+,oceania
57,france,amazon music,country,481,151,adele,free,night,33.89,72.71,50+,europe
46,canada,spotify,classical,591,168,taylor swift,free,morning,71.01,37.88,36-50,north_america
30,india,spotify,metal,387,431,taylor swift,premium,morning,61.43,5.24,26-35,asia
42,south korea,spotify,hip-hop,314,149,post malone,premium,night,62.2,19.04,36-50,asia
50,south korea,amazon music,r&b,176,143,the weeknd,premium,night,17.01,74.03,36-50,asia
55,germany,spotify,metal,56,99,bad bunny,premium,night,15.88,32.57,50+,europe
48,germany,apple music,metal,14,187,dua lipa,premium,afternoon,59.45,67.11,36-50,europe
40,usa,amazon music,country,38,26,bts,free,afternoon,13.77,17.93,36-50,north_america
31,uk,youtube,jazz,247,302,adele,free,afternoon,32.16,25.56,26-35,europe
39,japan,youtube,metal,354,278,the weeknd,free,morning,12.2,26.15,36-50,asia
54,india,amazon music,classical,54,16,ed sheeran,free,afternoon,77.34,32.16,50+,asia
59,germany,apple music,country,26,419,bts,free,afternoon,38.98,34.49,50+,europe
58,brazil,amazon music,rock,459,55,adele,free,morning,62.51,21.1,50+,south_america
30,france,spotify,r&b,14,45,taylor swift,premium,night,11.37,72.2,26-35,europe
46,japan,amazon music,jazz,315,156,bad bunny,free,morning,75.03,74.74,36-50,asia
53,south korea,tidal,metal,178,459,bad bunny,premium,night,86.89,44.7,50+,asia
44,australia,youtube,jazz,436,277,ed sheeran,premium,morning,32.07,14.77,36-50,oceania
56,france,tidal,country,581,299,bts,free,afternoon,78.27,38.91,50+,europe
27,canada,youtube,pop,280,149,bts,premium,night,55.87,52.34,26-35,north_america
38,uk,tidal,rock,427,427,the weeknd,free,night,16.15,53.7,36-50,europe
51,brazil,amazon music,metal,72,396,billie eilish,premium,morning,18.99,17.29,50+,south_america
26,germany,deezer,metal,246,319,post malone,free,afternoon,25.33,27.42,26-35,europe
40,usa,apple music,country,445,458,dua lipa,free,afternoon,63.18,66.4,36-50,north_america
46,india,amazon music,r&b,507,131,drake,free,morning,32.99,28.87,36-50,asia
17,south korea,spotify,hip-hop,348,249,adele,free,morning,50.76,46.84,<18,asia
